Date,Open,High,Low,Close,Volume
2001-01-02,27.25,27.399999618530273,26.600000381469727,27.200000762939453,52321
2001-01-03,27.229999542236328,28.139999389648438,27.049999237060547,27.950000762939453,66628
2001-01-04,28.200000762939453,28.780000686645508,27.850000381469727,28.200000762939453,74383
2001-01-05,28.149999618530273,28.799999237060547,27.799999237060547,28.0,63852
2001-01-08,28.200000762939453,28.399999618530273,27.149999618530273,27.350000381469727,76058
2001-01-09,27.25,27.75,26.899999618530273,27.719999313354492,69916
2001-01-10,27.75,29.600000381469727,27.700000762939453,29.5,93000
2001-01-11,29.350000381469727,29.899999618530273,28.979999542236328,29.5,67374
2001-01-12,29.5,30.200000762939453,29.3700008392334,30.049999237060547,47023
2001-01-16,30.100000381469727,30.450000762939453,29.850000381469727,30.350000381469727,66392
2001-01-17,29.799999237060547,30.200000762939453,29.0,29.649999618530273,75568
2001-01-18,29.850000381469727,30.510000228881836,29.299999237060547,30.450000762939453,44842
2001-01-19,30.25,32.400001525878906,30.200000762939453,32.099998474121094,42815
2001-01-22,31.950000762939453,32.70000076293945,31.75,32.0,92401
2001-01-23,29.600000381469727,29.68000030517578,29.0,29.56999969482422,73113
2001-01-24,28.899999618530273,29.81999969482422,28.639999389648438,29.049999237060547,91773
2001-01-25,29.0,29.530000686645508,28.799999237060547,29.360000610351562,61551
2001-01-26,29.420000076293945,29.989999771118164,29.31999969482422,29.780000686645508,53751
2001-01-29,30.149999618530273,30.149999618530273,28.860000610351562,29.059999465942383,64714
2001-01-30,29.079999923706055,29.34000015258789,28.68000030517578,29.059999465942383,55220
2001-01-31,29.0,29.149999618530273,28.25,28.700000762939453,85659
2001-02-01,28.950000762939453,29.8700008392334,28.530000686645508,29.799999237060547,77052
2001-02-02,29.729999542236328,31.299999237060547,29.649999618530273,31.25,79001
2001-02-05,31.049999237060547,31.049999237060547,30.200000762939453,30.5,67618
2001-02-06,30.649999618530273,30.899999618530273,30.15999984741211,30.350000381469727,57981
2001-02-07,30.5,31.350000381469727,30.0,31.200000762939453,85694
2001-02-08,31.200000762939453,31.8799991607666,31.1200008392334,31.559999465942383,68125
2001-02-09,31.299999237060547,31.399999618530273,30.850000381469727,31.049999237060547,55244
2001-02-12,30.700000762939453,31.049999237060547,30.399999618530273,30.549999237060547,69227
2001-02-13,30.299999237060547,30.399999618530273,29.719999313354492,30.34000015258789,85072
2001-02-14,30.329999923706055,30.8799991607666,29.649999618530273,29.75,89483
2001-02-15,29.299999237060547,29.399999618530273,28.549999237060547,28.799999237060547,73627
2001-02-16,29.200000762939453,29.25,29.100000381469727,29.15999984741211,0
2001-02-20,29.5,29.530000686645508,28.399999618530273,28.579999923706055,72068
2001-02-21,28.899999618530273,29.0,28.299999237060547,28.549999237060547,55059
2001-02-22,28.850000381469727,29.200000762939453,28.350000381469727,28.81999969482422,86691
2001-02-23,29.0,29.020000457763672,29.0,29.0,61454
2001-02-26,28.760000228881836,28.940000534057617,28.399999618530273,28.440000534057617,62142
2001-02-27,28.0,28.350000381469727,27.709999084472656,28.1200008392334,95832
2001-02-28,28.149999618530273,28.200000762939453,27.34000015258789,27.420000076293945,82364
2001-03-01,27.450000762939453,27.889999389648438,27.149999618530273,27.649999618530273,62801
2001-03-02,27.690000534057617,28.200000762939453,27.600000381469727,27.84000015258789,61545
2001-03-05,28.25,28.829999923706055,28.209999084472656,28.600000381469727,49216
2001-03-06,28.350000381469727,28.700000762939453,28.200000762939453,28.299999237060547,50980
2001-03-07,28.5,29.149999618530273,28.149999618530273,28.950000762939453,86394
2001-03-08,28.950000762939453,29.149999618530273,28.299999237060547,28.489999771118164,80771
2001-03-09,28.25,28.479999542236328,27.799999237060547,27.799999237060547,57964
2001-03-12,27.799999237060547,28.239999771118164,27.649999618530273,28.0,54249
2001-03-13,27.799999237060547,27.899999618530273,27.450000762939453,27.450000762939453,0
2001-03-14,27.649999618530273,27.75,26.200000762939453,26.450000762939453,84086
2001-03-15,26.600000381469727,26.65999984741211,26.100000381469727,26.649999618530273,69457
2001-03-16,26.950000762939453,27.75,26.600000381469727,26.700000762939453,54833
2001-03-19,26.5,26.940000534057617,26.049999237060547,26.18000030517578,39585
2001-03-20,26.25,26.489999771118164,25.700000762939453,25.899999618530273,100723
2001-03-21,26.18000030517578,26.850000381469727,25.920000076293945,26.799999237060547,80284
2001-03-22,26.790000915527344,27.190000534057617,26.420000076293945,26.520000457763672,74305
2001-03-23,26.700000762939453,27.450000762939453,26.479999542236328,27.299999237060547,69876
2001-03-26,27.399999618530273,27.65999984741211,27.110000610351562,27.459999084472656,52637
2001-03-27,27.579999923706055,28.040000915527344,27.3799991607666,27.75,75766
2001-03-28,27.450000762939453,27.780000686645508,26.25,26.25,105169
2001-03-29,26.350000381469727,26.780000686645508,25.75,26.350000381469727,86983
2001-03-30,26.450000762939453,26.639999389648438,25.959999084472656,26.399999618530273,63947
2001-04-02,26.350000381469727,26.469999313354492,25.549999237060547,25.59000015258789,55182
2001-04-03,25.700000762939453,26.280000686645508,25.489999771118164,26.190000534057617,74089
2001-04-04,26.649999618530273,27.239999771118164,26.1299991607666,27.1200008392334,77935
2001-04-05,27.100000381469727,27.780000686645508,26.649999618530273,27.260000228881836,80086
2001-04-06,26.899999618530273,27.280000686645508,26.809999465942383,27.059999465942383,46546
2001-04-09,27.1299991607666,27.670000076293945,27.010000228881836,27.34000015258789,59981
2001-04-10,27.0,28.6299991607666,27.309999465942383,28.479999542236328,87333
2001-04-11,28.25,28.450000762939453,27.940000534057617,28.18000030517578,60599
2001-04-12,28.549999237060547,28.84000015258789,28.190000534057617,28.25,61083
2001-04-16,28.299999237060547,29.040000915527344,28.049999237060547,28.790000915527344,54348
2001-04-17,28.600000381469727,29.0,28.149999618530273,28.239999771118164,58990
2001-04-18,27.75,28.290000915527344,27.040000915527344,27.950000762939453,73590
2001-04-19,27.850000381469727,27.959999084472656,27.450000762939453,27.829999923706055,49915
2001-04-20,27.780000686645508,28.0,26.799999237060547,27.280000686645508,74418
2001-04-23,27.850000381469727,27.93000030517578,27.399999618530273,27.610000610351562,59963
2001-04-24,27.950000762939453,27.979999542236328,26.799999237060547,26.860000610351562,76352
2001-04-25,26.8700008392334,27.3799991607666,26.75,27.290000915527344,65944
2001-04-26,27.75,28.649999618530273,27.290000915527344,28.440000534057617,77569
2001-04-27,28.440000534057617,28.639999389648438,28.149999618530273,28.270000457763672,57334
2001-04-30,28.600000381469727,28.989999771118164,28.1299991607666,28.459999084472656,40223
2001-05-01,28.5,28.979999542236328,28.360000610351562,28.940000534057617,57564
2001-05-02,28.25,28.329999923706055,27.760000228881836,27.799999237060547,69856
2001-05-03,27.450000762939453,28.549999237060547,27.3700008392334,28.450000762939453,68101
2001-05-04,28.450000762939453,28.729999542236328,28.149999618530273,28.360000610351562,49654
2001-05-07,28.450000762939453,28.579999923706055,27.719999313354492,27.770000457763672,56162
2001-05-08,27.799999237060547,28.0,27.350000381469727,27.389999389648438,57551
2001-05-09,27.25,28.25,27.049999237060547,28.229999542236328,81008
2001-05-10,28.149999618530273,28.850000381469727,28.149999618530273,28.520000457763672,66192
2001-05-11,28.360000610351562,28.75,28.280000686645508,28.549999237060547,51638
2001-05-14,28.700000762939453,28.809999465942383,28.079999923706055,28.709999084472656,55538
2001-05-15,28.700000762939453,29.06999969482422,28.610000610351562,28.979999542236328,50905
2001-05-16,29.18000030517578,29.25,28.450000762939453,28.860000610351562,62822
2001-05-17,28.75,29.020000457763672,28.6200008392334,28.90999984741211,45148
2001-05-18,29.149999618530273,29.989999771118164,28.920000076293945,29.90999984741211,44887
2001-05-21,30.149999618530273,30.200000762939453,29.610000610351562,29.979999542236328,41589
2001-05-22,30.049999237060547,30.049999237060547,29.579999923706055,29.739999771118164,65740
2001-05-23,29.700000762939453,30.049999237060547,29.549999237060547,29.579999923706055,4175
2001-05-24,29.600000381469727,29.670000076293945,28.200000762939453,28.40999984741211,4380
2001-05-25,28.40999984741211,28.579999923706055,28.100000381469727,28.3799991607666,50983
2001-05-29,28.700000762939453,29.049999237060547,28.350000381469727,28.65999984741211,58861
2001-05-30,28.75,28.950000762939453,28.43000030517578,28.549999237060547,65023
2001-05-31,28.049999237060547,28.719999313354492,27.549999237060547,28.3700008392334,101694
2001-06-01,28.25,28.600000381469727,27.579999923706055,27.93000030517578,75150
2001-06-04,28.549999237060547,28.739999771118164,28.040000915527344,28.1299991607666,74230
2001-06-05,28.200000762939453,28.329999923706055,27.799999237060547,28.239999771118164,60554
2001-06-06,27.600000381469727,28.3700008392334,27.25,27.719999313354492,100545
2001-06-07,27.520000457763672,28.100000381469727,27.40999984741211,27.75,59703
2001-06-08,28.030000686645508,28.389999389648438,27.799999237060547,28.399999618530273,47763
2001-06-11,28.75,29.34000015258789,28.399999618530273,29.040000915527344,85621
2001-06-12,28.8799991607666,29.3799991607666,28.75,29.18000030517578,62998
2001-06-13,29.5,29.6299991607666,28.809999465942383,28.84000015258789,78197
2001-06-14,28.84000015258789,29.280000686645508,28.600000381469727,29.040000915527344,62964
2001-06-15,29.049999237060547,29.110000610351562,28.440000534057617,28.510000228881836,58361
