Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,FFT_Mag_Open_150,FFT_Angl_Open_150
2001-01-09,27.75,26.899999618530273,27.71999931335449,1,100,9,2001,27.25,1.4262464154210759e-18
2001-01-10,29.60000038146973,27.70000076293945,29.5,2,100,10,2001,27.75,0.0
2001-01-11,29.899999618530273,28.979999542236328,29.5,3,100,11,2001,29.35000038146973,0.0
2001-01-12,30.20000076293945,29.3700008392334,30.04999923706055,4,100,12,2001,29.5,3.121211853584841e-18
2001-01-16,30.45000076293945,29.85000038146973,30.35000038146973,1,100,16,2001,30.10000038146973,0.0
2001-01-17,30.20000076293945,29.0,29.649999618530273,2,100,17,2001,29.799999237060547,0.0
2001-01-18,30.51000022888184,29.29999923706055,30.45000076293945,3,100,18,2001,29.85000038146973,2.014642537085567e-18
2001-01-19,32.400001525878906,30.20000076293945,32.09999847412109,4,100,19,2001,30.25,0.0
2001-01-22,32.700000762939446,31.75,32.0,0,100,22,2001,31.95000076293945,-2.917499680040329e-18
2001-01-23,29.68000030517578,29.0,29.56999969482422,1,100,23,2001,29.60000038146973,9.86068555290954e-19
2001-01-24,29.81999969482422,28.63999938964844,29.04999923706055,2,100,24,2001,28.899999618530273,0.0
2001-01-25,29.53000068664551,28.79999923706055,29.36000061035156,3,100,25,2001,29.000000000000004,0.0
2001-01-26,29.989999771118164,29.31999969482422,29.78000068664551,4,100,26,2001,29.420000076293945,2.822750128456476e-18
2001-01-29,30.149999618530273,28.86000061035156,29.059999465942386,0,100,29,2001,30.149999618530273,0.0
2001-01-30,29.34000015258789,28.68000030517578,29.059999465942386,1,100,30,2001,29.07999992370605,8.224841282389473e-19
2001-01-31,29.149999618530273,28.25,28.70000076293945,2,100,31,2001,29.000000000000004,3.4307119473380916e-18
2001-02-01,29.8700008392334,28.53000068664551,29.79999923706055,3,200,1,2001,28.95000076293945,3.2074401019635805e-18
2001-02-02,31.29999923706055,29.649999618530273,31.25,4,200,2,2001,29.729999542236328,0.0
2001-02-05,31.04999923706055,30.20000076293945,30.5,0,200,5,2001,31.04999923706055,-3.3414262263899078e-18
2001-02-06,30.899999618530273,30.15999984741211,30.35000038146973,1,200,6,2001,30.649999618530273,9.277474807017752e-19
2001-02-07,31.35000038146973,30.0,31.20000076293945,2,200,7,2001,30.5,-1.082272516056363e-18
2001-02-08,31.8799991607666,31.1200008392334,31.559999465942386,3,200,8,2001,31.20000076293945,1.4543846022777283e-17
2001-02-09,31.399999618530273,30.85000038146973,31.04999923706055,4,200,9,2001,31.29999923706055,-1.3909975510098156e-18
2001-02-12,31.04999923706055,30.399999618530273,30.54999923706055,0,200,12,2001,30.70000076293945,0.0
2001-02-13,30.399999618530273,29.71999931335449,30.34000015258789,1,200,13,2001,30.299999237060547,4.1094166904529345e-18
2001-02-14,30.8799991607666,29.649999618530273,29.75,2,200,14,2001,30.32999992370605,0.0
2001-02-15,29.399999618530273,28.54999923706055,28.79999923706055,3,200,15,2001,29.29999923706055,-1.8945785896486886e-18
2001-02-16,29.25,29.10000038146973,29.15999984741211,4,200,16,2001,29.20000076293945,-7.006245646067292e-18
2001-02-20,29.53000068664551,28.399999618530273,28.57999992370605,1,200,20,2001,29.5,-6.339497425110772e-19
2001-02-21,29.0,28.29999923706055,28.54999923706055,2,200,21,2001,28.899999618530273,6.383542566059391e-18
2001-02-22,29.20000076293945,28.35000038146973,28.81999969482422,3,200,22,2001,28.85000038146973,-6.104315013481251e-18
2001-02-23,29.020000457763672,29.0,29.0,4,200,23,2001,29.0,0.0
2001-02-26,28.940000534057607,28.399999618530273,28.440000534057607,0,200,26,2001,28.76000022888184,-5.233422382858746e-19
2001-02-27,28.35000038146973,27.709999084472656,28.1200008392334,1,200,27,2001,27.999999999999996,1.6333263562103324e-18
2001-02-28,28.20000076293945,27.34000015258789,27.420000076293945,2,200,28,2001,28.149999618530273,1.0293539025098703e-18
2001-03-01,27.88999938964844,27.149999618530273,27.649999618530273,3,300,1,2001,27.45000076293945,0.0
2001-03-02,28.20000076293945,27.60000038146973,27.84000015258789,4,300,2,2001,27.690000534057607,1.6100915362291269e-18
2001-03-05,28.82999992370605,28.209999084472656,28.60000038146973,0,300,5,2001,28.25,0.0
2001-03-06,28.70000076293945,28.20000076293945,28.29999923706055,1,300,6,2001,28.35000038146973,5.613815188321975e-18
2001-03-07,29.149999618530273,28.149999618530273,28.95000076293945,2,300,7,2001,28.5,3.725703693514431e-18
2001-03-08,29.149999618530273,28.29999923706055,28.489999771118164,3,300,8,2001,28.95000076293945,-2.422371799468616e-18
2001-03-09,28.479999542236328,27.79999923706055,27.79999923706055,4,300,9,2001,28.25,0.0
2001-03-12,28.239999771118164,27.649999618530273,28.0,0,300,12,2001,27.79999923706055,-1.1409083524578794e-18
2001-03-13,27.899999618530273,27.45000076293945,27.45000076293945,1,300,13,2001,27.799999237060558,-1.823759983150023e-18
2001-03-14,27.75,26.20000076293945,26.45000076293945,2,300,14,2001,27.649999618530273,2.853433705884273e-18
2001-03-15,26.65999984741211,26.10000038146973,26.649999618530273,3,300,15,2001,26.60000038146973,8.763545598776522e-18
2001-03-16,27.75,26.60000038146973,26.70000076293945,4,300,16,2001,26.95000076293945,-1.9080425554151338e-18
2001-03-19,26.940000534057607,26.04999923706055,26.18000030517578,0,300,19,2001,26.500000000000004,0.0
2001-03-20,26.489999771118164,25.70000076293945,25.899999618530273,1,300,20,2001,26.25,-1.2554810447236107e-17
2001-03-21,26.85000038146973,25.920000076293945,26.79999923706055,2,300,21,2001,26.18000030517578,4.82328004562967e-18
2001-03-22,27.190000534057607,26.420000076293945,26.520000457763672,3,300,22,2001,26.790000915527344,6.923602284278456e-18
2001-03-23,27.45000076293945,26.479999542236328,27.29999923706055,4,300,23,2001,26.70000076293945,-1.5100974483133078e-19
2001-03-26,27.65999984741211,27.11000061035156,27.459999084472656,0,300,26,2001,27.399999618530284,-2.9453608301616424e-18
2001-03-27,28.040000915527344,27.3799991607666,27.75,1,300,27,2001,27.57999992370605,0.0
2001-03-28,27.78000068664551,26.25,26.25,2,300,28,2001,27.45000076293945,-1.0544990028309602e-17
2001-03-29,26.78000068664551,25.75,26.35000038146973,3,300,29,2001,26.350000381469727,0.0
2001-03-30,26.63999938964844,25.959999084472656,26.399999618530273,4,300,30,2001,26.45000076293945,-5.928490431682866e-18
2001-04-02,26.46999931335449,25.54999923706055,25.59000015258789,0,400,2,2001,26.35000038146973,-8.849499654501823e-18
2001-04-03,26.28000068664551,25.489999771118164,26.190000534057607,1,400,3,2001,25.70000076293945,1.0799834549286743e-18
2001-04-04,27.239999771118164,26.1299991607666,27.1200008392334,2,400,4,2001,26.649999618530273,4.617115733789506e-18
2001-04-05,27.78000068664551,26.649999618530273,27.26000022888184,3,400,5,2001,27.10000038146973,-1.5025786633793742e-18
2001-04-06,27.28000068664551,26.809999465942386,27.059999465942386,4,400,6,2001,26.899999618530273,0.0
2001-04-09,27.670000076293945,27.01000022888184,27.34000015258789,0,400,9,2001,27.1299991607666,-2.7865345183878317e-19
2001-04-10,28.6299991607666,27.309999465942386,28.479999542236328,1,400,10,2001,27.000000000000004,-7.16129402506669e-19
2001-04-11,28.45000076293945,27.940000534057607,28.18000030517578,2,400,11,2001,28.250000000000004,2.642624271448949e-18
2001-04-12,28.84000015258789,28.190000534057607,28.25,3,400,12,2001,28.549999237060558,0.0
2001-04-16,29.040000915527344,28.04999923706055,28.790000915527344,0,400,16,2001,28.29999923706055,-4.018401564265764e-19
2001-04-17,29.0,28.149999618530273,28.239999771118164,1,400,17,2001,28.600000381469737,0.0
2001-04-18,28.290000915527344,27.040000915527344,27.95000076293945,2,400,18,2001,27.75000000000001,5.510420032982199e-19
2001-04-19,27.959999084472656,27.45000076293945,27.82999992370605,3,400,19,2001,27.85000038146973,-1.2359597101146975e-17
2001-04-20,28.0,26.79999923706055,27.28000068664551,4,400,20,2001,27.78000068664551,2.8533049326174597e-18
2001-04-23,27.93000030517578,27.399999618530273,27.61000061035156,0,400,23,2001,27.850000381469737,7.573916714131054e-19
2001-04-24,27.979999542236328,26.79999923706055,26.86000061035156,1,400,24,2001,27.95000076293945,1.8037353066456603e-17
2001-04-25,27.3799991607666,26.75,27.290000915527344,2,400,25,2001,26.870000839233413,0.0
2001-04-26,28.649999618530273,27.290000915527344,28.440000534057607,3,400,26,2001,27.75,-5.191914892645973e-19
2001-04-27,28.63999938964844,28.149999618530273,28.270000457763672,4,400,27,2001,28.440000534057607,5.309650034391098e-18
2001-04-30,28.989999771118164,28.1299991607666,28.459999084472656,0,400,30,2001,28.600000381469737,7.956910810465303e-18
2001-05-01,28.979999542236328,28.36000061035156,28.940000534057607,1,500,1,2001,28.50000000000001,0.0
2001-05-02,28.32999992370605,27.76000022888184,27.79999923706055,2,500,2,2001,28.249999999999996,-1.2053863511802547e-19
2001-05-03,28.54999923706055,27.3700008392334,28.45000076293945,3,500,3,2001,27.45000076293945,-1.106478067557926e-17
2001-05-04,28.729999542236328,28.149999618530273,28.36000061035156,4,500,4,2001,28.45000076293945,7.403291517452674e-18
2001-05-07,28.57999992370605,27.71999931335449,27.770000457763672,0,500,7,2001,28.450000762939464,-8.870449091920366e-18
2001-05-08,28.0,27.35000038146973,27.38999938964844,1,500,8,2001,27.799999237060558,1.4210815035530593e-17
2001-05-09,28.25,27.04999923706055,28.229999542236328,2,500,9,2001,27.25,2.851949054082971e-17
2001-05-10,28.85000038146973,28.149999618530273,28.520000457763672,3,500,10,2001,28.14999961853027,-1.1776596553547476e-18
2001-05-11,28.75,28.28000068664551,28.54999923706055,4,500,11,2001,28.360000610351573,-8.794417213043536e-18
2001-05-14,28.809999465942386,28.07999992370605,28.709999084472656,0,500,14,2001,28.70000076293945,-1.152929664628005e-18
2001-05-15,29.06999969482422,28.61000061035156,28.979999542236328,1,500,15,2001,28.700000762939453,8.893823175981987e-18
2001-05-16,29.25,28.45000076293945,28.86000061035156,2,500,16,2001,29.180000305175785,-7.312383964127134e-18
2001-05-17,29.020000457763672,28.6200008392334,28.90999984741211,3,500,17,2001,28.749999999999996,-8.904197620534655e-18
2001-05-18,29.989999771118164,28.920000076293945,29.90999984741211,4,500,18,2001,29.149999618530273,3.579602931359722e-18
2001-05-21,30.20000076293945,29.61000061035156,29.979999542236328,0,500,21,2001,30.149999618530284,0.0
2001-05-22,30.04999923706055,29.57999992370605,29.739999771118164,1,500,22,2001,30.049999237060547,7.350190485241151e-18
2001-05-23,30.04999923706055,29.54999923706055,29.57999992370605,2,500,23,2001,29.70000076293945,-1.709227772215536e-17
2001-05-24,29.670000076293945,28.20000076293945,28.40999984741211,3,500,24,2001,29.60000038146973,7.243495045505512e-18
2001-05-25,28.57999992370605,28.10000038146973,28.3799991607666,4,500,25,2001,28.409999847412106,-6.057183025031753e-16
2001-05-29,29.04999923706055,28.35000038146973,28.65999984741211,1,500,29,2001,28.70000076293945,-2.973318153508771e-18
2001-05-30,28.95000076293945,28.43000030517578,28.54999923706055,2,500,30,2001,28.749999999999996,6.835112186387922e-16
2001-05-31,28.71999931335449,27.54999923706055,28.3700008392334,3,500,31,2001,28.04999923706055,2.500540832873957e-19
2001-06-01,28.60000038146973,27.57999992370605,27.93000030517578,4,600,1,2001,28.250000000000004,-1.689033595454574e-17
2001-06-04,28.739999771118164,28.040000915527344,28.1299991607666,0,600,4,2001,28.54999923706055,1.64552703261125e-18
2001-06-05,28.32999992370605,27.79999923706055,28.239999771118164,1,600,5,2001,28.200000762939435,1.811002047910366e-16
2001-06-06,28.3700008392334,27.25,27.71999931335449,2,600,6,2001,27.60000038146973,-9.940139239853104e-18
2001-06-07,28.10000038146973,27.40999984741211,27.75,3,600,7,2001,27.520000457763683,0.0
2001-06-08,28.38999938964844,27.79999923706055,28.399999618530273,4,600,8,2001,28.03000068664551,-7.740029167326501e-18
2001-06-11,29.34000015258789,28.399999618530273,29.040000915527344,0,600,11,2001,28.75,6.985073037534638e-19
2001-06-12,29.3799991607666,28.75,29.18000030517578,1,600,12,2001,28.8799991607666,5.694371694010101e-18
2001-06-13,29.6299991607666,28.809999465942386,28.84000015258789,2,600,13,2001,29.499999999999986,-1.693560546038375e-16
2001-06-14,29.28000068664551,28.60000038146973,29.040000915527344,3,600,14,2001,28.840000152587887,6.4756114964541606e-18
2001-06-15,29.11000061035156,28.440000534057607,28.51000022888184,4,600,15,2001,29.04999923706055,-3.567530447406278e-18
