Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,FFT_Mag_High_150,FFT_Angl_High_150,FFT_Mag_Low_150,FFT_Angl_Low_150,FFT_Mag_Close_150,FFT_Angl_Close_150
2001-01-09,27.75,26.899999618530273,27.71999931335449,1,100,9,2001,27.75,-5.774662721872564e-19,26.899999618530263,0.0,27.71999931335449,-3.337611388065857e-19
2001-01-10,29.60000038146973,27.70000076293945,29.5,2,100,10,2001,29.60000038146973,0.0,27.70000076293945,0.0,29.500000000000004,0.0
2001-01-11,29.899999618530273,28.979999542236328,29.5,3,100,11,2001,29.899999618530273,0.0,28.979999542236328,0.0,29.5,0.0
2001-01-12,30.20000076293945,29.3700008392334,30.04999923706055,4,100,12,2001,30.20000076293945,1.6338822613358476e-18,29.3700008392334,-2.407541559051244e-18,30.04999923706055,2.199913998295837e-19
2001-01-16,30.45000076293945,29.85000038146973,30.35000038146973,1,100,16,2001,30.45000076293945,-3.6460525346731794e-19,29.85000038146973,2.7041239201702188e-18,30.35000038146973,4.602731485103195e-18
2001-01-17,30.20000076293945,29.0,29.649999618530273,2,100,17,2001,30.20000076293945,0.0,29.0,0.0,29.649999618530284,0.0
2001-01-18,30.51000022888184,29.29999923706055,30.45000076293945,3,100,18,2001,30.51000022888184,-3.7905024865358885e-20,29.29999923706055,-1.5788154913739067e-18,30.45000076293945,2.354742261976428e-18
2001-01-19,32.400001525878906,30.20000076293945,32.09999847412109,4,100,19,2001,32.400001525878906,0.0,30.200000762939442,0.0,32.09999847412109,0.0
2001-01-22,32.700000762939446,31.75,32.0,0,100,22,2001,32.700000762939446,1.7780625384542825e-18,31.750000000000004,-1.2480347316502599e-18,32.0,3.3071111472224205e-18
2001-01-23,29.68000030517578,29.0,29.56999969482422,1,100,23,2001,29.68000030517577,2.884211680464941e-18,29.0,-1.7843898400920734e-18,29.56999969482422,-5.6999883912172706e-18
2001-01-24,29.81999969482422,28.63999938964844,29.04999923706055,2,100,24,2001,29.81999969482422,0.0,28.63999938964844,0.0,29.04999923706055,0.0
2001-01-25,29.53000068664551,28.79999923706055,29.36000061035156,3,100,25,2001,29.53000068664551,0.0,28.79999923706055,0.0,29.36000061035156,0.0
2001-01-26,29.989999771118164,29.31999969482422,29.78000068664551,4,100,26,2001,29.989999771118164,-2.6293520336274086e-18,29.31999969482422,2.103651349440766e-18,29.78000068664551,-9.097152932827958e-19
2001-01-29,30.149999618530273,28.86000061035156,29.059999465942386,0,100,29,2001,30.149999618530273,0.0,28.860000610351552,0.0,29.059999465942372,0.0
2001-01-30,29.34000015258789,28.68000030517578,29.059999465942386,1,100,30,2001,29.34000015258789,4.301961676775278e-18,28.68000030517578,-2.0029183738137566e-18,29.059999465942386,8.261256539789469e-18
2001-01-31,29.149999618530273,28.25,28.70000076293945,2,100,31,2001,29.149999618530284,1.96475491438277e-18,28.25,-6.052137780980836e-18,28.70000076293945,-1.0470832406330935e-17
2001-02-01,29.8700008392334,28.53000068664551,29.79999923706055,3,200,1,2001,29.87000083923341,-1.0635816352613378e-18,28.530000686645504,-2.0810809371658138e-18,29.799999237060547,-1.690406719940978e-18
2001-02-02,31.29999923706055,29.649999618530273,31.25,4,200,2,2001,31.29999923706055,0.0,29.649999618530284,0.0,31.249999999999996,0.0
2001-02-05,31.04999923706055,30.20000076293945,30.5,0,200,5,2001,31.04999923706055,-2.3837317271171256e-18,30.20000076293945,-3.0690280275894366e-18,30.5,5.053715199158216e-18
2001-02-06,30.899999618530273,30.15999984741211,30.35000038146973,1,200,6,2001,30.899999618530273,-1.7502684239906127e-18,30.15999984741211,2.821904992734922e-19,30.35000038146973,-1.8513436339107155e-18
2001-02-07,31.35000038146973,30.0,31.20000076293945,2,200,7,2001,31.35000038146973,2.1303504647978942e-18,30.0,2.1356678992388948e-18,31.20000076293945,-4.143000085682923e-18
2001-02-08,31.8799991607666,31.1200008392334,31.559999465942386,3,200,8,2001,31.8799991607666,9.489084461565455e-18,31.1200008392334,4.718792976993803e-18,31.559999465942386,9.724942040436908e-18
2001-02-09,31.399999618530273,30.85000038146973,31.04999923706055,4,200,9,2001,31.399999618530284,1.97293494978787e-18,30.85000038146973,-5.248322862361542e-18,31.04999923706055,-1.0127514629062184e-18
2001-02-12,31.04999923706055,30.399999618530273,30.54999923706055,0,200,12,2001,31.049999237060558,0.0,30.399999618530263,0.0,30.549999237060558,0.0
2001-02-13,30.399999618530273,29.71999931335449,30.34000015258789,1,200,13,2001,30.399999618530273,7.807044633032479e-18,29.71999931335449,-4.0145088665068845e-18,30.34000015258789,-4.4640771883210565e-18
2001-02-14,30.8799991607666,29.649999618530273,29.75,2,200,14,2001,30.87999916076659,0.0,29.64999961853027,0.0,29.75000000000001,0.0
2001-02-15,29.399999618530273,28.54999923706055,28.79999923706055,3,200,15,2001,29.399999618530273,0.0,28.54999923706055,0.0,28.79999923706055,-9.63735289961826e-19
2001-02-16,29.25,29.10000038146973,29.15999984741211,4,200,16,2001,29.25,2.1847967002651485e-18,29.10000038146973,-3.1508096247186393e-18,29.15999984741211,8.451307902942919e-18
2001-02-20,29.53000068664551,28.399999618530273,28.57999992370605,1,200,20,2001,29.53000068664551,1.8432654871731216e-18,28.39999961853027,6.60610078957649e-19,28.57999992370606,4.288697840392835e-18
2001-02-21,29.0,28.29999923706055,28.54999923706055,2,200,21,2001,29.0,-8.739938815180767e-19,28.299999237060558,4.133047688695751e-18,28.549999237060547,8.128884910307583e-19
2001-02-22,29.20000076293945,28.35000038146973,28.81999969482422,3,200,22,2001,29.20000076293945,-4.714752918471961e-19,28.35000038146973,-4.248192186882413e-18,28.81999969482422,-1.2861472339138376e-18
2001-02-23,29.020000457763672,29.0,29.0,4,200,23,2001,29.020000457763672,0.0,29.00000000000001,0.0,29.0,0.0
2001-02-26,28.940000534057607,28.399999618530273,28.440000534057607,0,200,26,2001,28.940000534057603,2.0204626367279925e-19,28.399999618530273,-2.1006990295377388e-18,28.440000534057607,-2.8124808816314542e-18
2001-02-27,28.35000038146973,27.709999084472656,28.1200008392334,1,200,27,2001,28.35000038146973,9.499933348307596e-20,27.709999084472656,-4.383227170889675e-18,28.1200008392334,2.7881770968417137e-18
2001-02-28,28.20000076293945,27.34000015258789,27.420000076293945,2,200,28,2001,28.20000076293945,6.2324407483073585e-18,27.34000015258789,3.2332946944191134e-18,27.420000076293945,4.1812829484859216e-18
2001-03-01,27.88999938964844,27.149999618530273,27.649999618530273,3,300,1,2001,27.889999389648448,0.0,27.14999961853027,0.0,27.64999961853027,0.0
2001-03-02,28.20000076293945,27.60000038146973,27.84000015258789,4,300,2,2001,28.20000076293945,-8.193029095311671e-18,27.60000038146973,9.428219915749759e-19,27.84000015258789,2.3950815766677057e-18
2001-03-05,28.82999992370605,28.209999084472656,28.60000038146973,0,300,5,2001,28.82999992370605,0.0,28.209999084472656,0.0,28.60000038146973,0.0
2001-03-06,28.70000076293945,28.20000076293945,28.29999923706055,1,300,6,2001,28.70000076293945,3.849164574882302e-18,28.20000076293945,3.197944728650501e-18,28.29999923706055,1.9585538854028117e-18
2001-03-07,29.149999618530273,28.149999618530273,28.95000076293945,2,300,7,2001,29.149999618530284,5.009092671880522e-18,28.149999618530284,2.7036162094924437e-18,28.950000762939442,3.151918128024966e-18
2001-03-08,29.149999618530273,28.29999923706055,28.489999771118164,3,300,8,2001,29.149999618530273,3.706656096726031e-18,28.29999923706055,-3.660735432893973e-18,28.489999771118175,2.6695727057732166e-18
2001-03-09,28.479999542236328,27.79999923706055,27.79999923706055,4,300,9,2001,28.47999954223634,0.0,27.79999923706055,0.0,27.799999237060558,0.0
2001-03-12,28.239999771118164,27.649999618530273,28.0,0,300,12,2001,28.239999771118164,9.59324443278524e-19,27.649999618530273,-2.533138182549193e-18,28.0,-2.9738116731030973e-18
2001-03-13,27.899999618530273,27.45000076293945,27.45000076293945,1,300,13,2001,27.899999618530284,-5.5034908266928796e-18,27.45000076293945,-1.9477000566690387e-17,27.45000076293945,-8.643927567569391e-18
2001-03-14,27.75,26.20000076293945,26.45000076293945,2,300,14,2001,27.75,-4.050753099053121e-18,26.20000076293945,-7.028081617162096e-18,26.45000076293945,7.269191477608102e-18
2001-03-15,26.65999984741211,26.10000038146973,26.649999618530273,3,300,15,2001,26.65999984741211,-8.729142526609364e-18,26.10000038146973,-4.381377440896175e-18,26.649999618530284,-8.45702020713019e-18
2001-03-16,27.75,26.60000038146973,26.70000076293945,4,300,16,2001,27.75,2.422889999607893e-18,26.60000038146973,-1.1401445615014243e-18,26.70000076293945,-3.7209059620031734e-18
2001-03-19,26.940000534057607,26.04999923706055,26.18000030517578,0,300,19,2001,26.940000534057614,0.0,26.049999237060558,0.0,26.180000305175792,0.0
2001-03-20,26.489999771118164,25.70000076293945,25.899999618530273,1,300,20,2001,26.489999771118164,-7.323084490507855e-18,25.70000076293945,1.787756851615144e-17,25.899999618530273,-2.760668104343692e-17
2001-03-21,26.85000038146973,25.920000076293945,26.79999923706055,2,300,21,2001,26.85000038146973,2.2023008688683355e-19,25.920000076293935,-4.268593441877565e-18,26.79999923706055,-1.1618445318352162e-17
2001-03-22,27.190000534057607,26.420000076293945,26.520000457763672,3,300,22,2001,27.190000534057607,1.0106128018909727e-17,26.420000076293945,4.492745792725128e-18,26.520000457763672,7.551984241159604e-18
2001-03-23,27.45000076293945,26.479999542236328,27.29999923706055,4,300,23,2001,27.45000076293945,-2.740952868250904e-18,26.479999542236328,-1.8920038519765697e-18,27.29999923706055,-4.9839108940672026e-18
2001-03-26,27.65999984741211,27.11000061035156,27.459999084472656,0,300,26,2001,27.659999847412106,-6.160933588169096e-19,27.110000610351573,6.506710964585154e-18,27.45999908447266,-1.212353626236988e-17
2001-03-27,28.040000915527344,27.3799991607666,27.75,1,300,27,2001,28.040000915527354,0.0,27.3799991607666,0.0,27.75000000000001,0.0
2001-03-28,27.78000068664551,26.25,26.25,2,300,28,2001,27.78000068664551,-5.242512368957348e-18,26.250000000000004,3.013762653764738e-18,26.25,6.291593691837319e-18
2001-03-29,26.78000068664551,25.75,26.35000038146973,3,300,29,2001,26.78000068664551,0.0,25.749999999999996,0.0,26.35000038146973,0.0
2001-03-30,26.63999938964844,25.959999084472656,26.399999618530273,4,300,30,2001,26.63999938964844,3.275757735703016e-18,25.959999084472656,2.491868111870593e-18,26.399999618530273,-7.098005433951531e-19
2001-04-02,26.46999931335449,25.54999923706055,25.59000015258789,0,400,2,2001,26.469999313354496,3.031855900198843e-18,25.549999237060558,-2.3259082775847568e-17,25.59000015258789,-4.956188000086786e-18
2001-04-03,26.28000068664551,25.489999771118164,26.190000534057607,1,400,3,2001,26.28000068664551,-1.0561482073983824e-17,25.489999771118164,-7.622166773400468e-18,26.190000534057607,4.239110355043395e-18
2001-04-04,27.239999771118164,26.1299991607666,27.1200008392334,2,400,4,2001,27.23999977111816,2.3039011228000408e-18,26.129999160766612,7.864763854001456e-18,27.1200008392334,5.330856198058961e-18
2001-04-05,27.78000068664551,26.649999618530273,27.26000022888184,3,400,5,2001,27.78000068664551,-5.426879920923419e-19,26.649999618530273,-8.947971644785107e-18,27.26000022888184,5.112685980089231e-18
2001-04-06,27.28000068664551,26.809999465942386,27.059999465942386,4,400,6,2001,27.28000068664552,0.0,26.809999465942386,0.0,27.059999465942386,0.0
2001-04-09,27.670000076293945,27.01000022888184,27.34000015258789,0,400,9,2001,27.67000007629395,9.188445356452575e-18,27.010000228881825,3.2039275147987575e-18,27.34000015258789,3.555938279043855e-18
2001-04-10,28.6299991607666,27.309999465942386,28.479999542236328,1,400,10,2001,28.629999160766612,3.63160153532881e-18,27.30999946594238,-7.174604966323777e-18,28.479999542236328,8.674727088382529e-18
2001-04-11,28.45000076293945,27.940000534057607,28.18000030517578,2,400,11,2001,28.45000076293945,9.910730356305024e-18,27.940000534057607,-1.007817613532758e-18,28.18000030517578,4.963562087864193e-18
2001-04-12,28.84000015258789,28.190000534057607,28.25,3,400,12,2001,28.8400001525879,0.0,28.190000534057607,0.0,28.25,0.0
2001-04-16,29.040000915527344,28.04999923706055,28.790000915527344,0,400,16,2001,29.040000915527344,6.673505643179375e-18,28.04999923706055,4.11898488228713e-18,28.790000915527344,-9.92895647506928e-18
2001-04-17,29.0,28.149999618530273,28.239999771118164,1,400,17,2001,29.00000000000001,0.0,28.149999618530263,0.0,28.23999977111816,0.0
2001-04-18,28.290000915527344,27.040000915527344,27.95000076293945,2,400,18,2001,28.290000915527344,3.708711621703367e-19,27.04000091552734,4.671975424253415e-18,27.95000076293945,-7.524186660595173e-19
2001-04-19,27.959999084472656,27.45000076293945,27.82999992370605,3,400,19,2001,27.959999084472646,-2.8385283387226117e-18,27.45000076293945,-9.855651287951524e-18,27.82999992370606,2.336909940501367e-18
2001-04-20,28.0,26.79999923706055,27.28000068664551,4,400,20,2001,28.0,-2.7805586870008368e-18,26.79999923706055,-1.1151128218710796e-17,27.28000068664552,-9.604431579842166e-18
2001-04-23,27.93000030517578,27.399999618530273,27.61000061035156,0,400,23,2001,27.930000305175785,7.685656475223994e-18,27.39999961853027,3.83999561012019e-18,27.610000610351573,2.099830080192023e-17
2001-04-24,27.979999542236328,26.79999923706055,26.86000061035156,1,400,24,2001,27.979999542236328,-1.2154830203755752e-17,26.79999923706055,7.930396576044973e-19,26.860000610351573,1.7048189133310953e-17
2001-04-25,27.3799991607666,26.75,27.290000915527344,2,400,25,2001,27.37999916076659,0.0,26.75,0.0,27.290000915527354,0.0
2001-04-26,28.649999618530273,27.290000915527344,28.440000534057607,3,400,26,2001,28.649999618530273,5.1000273115275784e-18,27.290000915527344,1.1728743806775371e-17,28.440000534057607,1.6742716167296328e-17
2001-04-27,28.63999938964844,28.149999618530273,28.270000457763672,4,400,27,2001,28.63999938964844,1.2448964371090337e-17,28.149999618530273,-1.734877392798227e-17,28.270000457763672,-6.642072648651721e-18
2001-04-30,28.989999771118164,28.1299991607666,28.459999084472656,0,400,30,2001,28.989999771118164,-6.1976423871320675e-18,28.129999160766612,1.1925239618181614e-17,28.459999084472656,-2.483684567690859e-19
2001-05-01,28.979999542236328,28.36000061035156,28.940000534057607,1,500,1,2001,28.979999542236328,0.0,28.36000061035156,0.0,28.940000534057607,0.0
2001-05-02,28.32999992370605,27.76000022888184,27.79999923706055,2,500,2,2001,28.32999992370605,6.407103898601612e-18,27.76000022888184,-1.5549187702628309e-18,27.79999923706055,-3.4396273959232387e-18
2001-05-03,28.54999923706055,27.3700008392334,28.45000076293945,3,500,3,2001,28.54999923706055,1.4575973733138918e-18,27.3700008392334,-1.1406370447064245e-17,28.45000076293945,4.36135456094096e-18
2001-05-04,28.729999542236328,28.149999618530273,28.36000061035156,4,500,4,2001,28.72999954223634,-2.516388448957317e-18,28.149999618530263,-3.973569808590422e-18,28.36000061035156,2.461313267947693e-18
2001-05-07,28.57999992370605,27.71999931335449,27.770000457763672,0,500,7,2001,28.579999923706044,1.0137453469124769e-17,27.71999931335448,-9.173320751589332e-19,27.77000045776366,1.895271900908604e-18
2001-05-08,28.0,27.35000038146973,27.38999938964844,1,500,8,2001,28.0,-6.458410973108874e-18,27.35000038146973,1.107301471450988e-17,27.389999389648448,-3.5111801588570284e-20
2001-05-09,28.25,27.04999923706055,28.229999542236328,2,500,9,2001,28.24999999999999,1.1396979721815772e-16,27.049999237060533,-2.6678188035497013e-16,28.229999542236328,-1.1798332015175155e-17
2001-05-10,28.85000038146973,28.149999618530273,28.520000457763672,3,500,10,2001,28.85000038146973,9.463703886474911e-19,28.149999618530273,-8.117897126200973e-18,28.520000457763672,-6.100201301907271e-18
2001-05-11,28.75,28.28000068664551,28.54999923706055,4,500,11,2001,28.750000000000004,-8.071299248178453e-18,28.28000068664552,3.3965632030843734e-18,28.549999237060558,8.221571913830496e-18
2001-05-14,28.809999465942386,28.07999992370605,28.709999084472656,0,500,14,2001,28.809999465942386,9.426551833787296e-18,28.079999923706044,-1.839303495546744e-18,28.709999084472656,8.667374636164015e-19
2001-05-15,29.06999969482422,28.61000061035156,28.979999542236328,1,500,15,2001,29.069999694824208,-6.0174135225240284e-18,28.610000610351552,3.994738419166563e-18,28.979999542236328,6.409898309271516e-18
2001-05-16,29.25,28.45000076293945,28.86000061035156,2,500,16,2001,29.250000000000004,-5.8287407822928996e-18,28.45000076293945,-3.232598313602916e-18,28.86000061035156,4.2397020340263854e-18
2001-05-17,29.020000457763672,28.6200008392334,28.90999984741211,3,500,17,2001,29.020000457763672,-5.3440278767809586e-18,28.6200008392334,8.433726532641592e-18,28.909999847412106,6.992485367255325e-18
2001-05-18,29.989999771118164,28.920000076293945,29.90999984741211,4,500,18,2001,29.989999771118164,1.0345364033766095e-17,28.920000076293945,-1.0179353933239823e-17,29.90999984741211,8.757230715476309e-19
2001-05-21,30.20000076293945,29.61000061035156,29.979999542236328,0,500,21,2001,30.200000762939464,0.0,29.610000610351552,0.0,29.979999542236328,0.0
2001-05-22,30.04999923706055,29.57999992370605,29.739999771118164,1,500,22,2001,30.04999923706055,-8.752087684105687e-18,29.57999992370605,2.7882839012795044e-18,29.739999771118175,-1.1122280196456723e-17
2001-05-23,30.04999923706055,29.54999923706055,29.57999992370605,2,500,23,2001,30.049999237060558,-3.2844928633686604e-18,29.549999237060547,-5.0006336372607876e-18,29.57999992370605,5.057512575904673e-18
2001-05-24,29.670000076293945,28.20000076293945,28.40999984741211,3,500,24,2001,29.67000007629395,4.466571996668223e-18,28.20000076293945,2.54315555663985e-18,28.409999847412106,2.4027750653141526e-18
2001-05-25,28.57999992370605,28.10000038146973,28.3799991607666,4,500,25,2001,28.57999992370604,1.514999932679022e-16,28.100000381469712,-1.1457817536316194e-16,28.3799991607666,-5.242067995034867e-16
2001-05-29,29.04999923706055,28.35000038146973,28.65999984741211,1,500,29,2001,29.04999923706055,-5.830871512351822e-18,28.35000038146973,-1.2802001096453283e-18,28.65999984741211,2.136902548046549e-18
2001-05-30,28.95000076293945,28.43000030517578,28.54999923706055,2,500,30,2001,28.950000762939464,2.4927286597179315e-16,28.430000305175792,4.95949077080121e-16,28.549999237060558,5.638610958758893e-16
2001-05-31,28.71999931335449,27.54999923706055,28.3700008392334,3,500,31,2001,28.71999931335449,3.281650443500966e-18,27.54999923706055,7.474518925320741e-18,28.3700008392334,-4.513297144877561e-19
2001-06-01,28.60000038146973,27.57999992370605,27.93000030517578,4,600,1,2001,28.60000038146973,-7.79140459841042e-18,27.57999992370606,-4.9426509396690095e-18,27.930000305175785,2.8582815683748387e-20
2001-06-04,28.739999771118164,28.040000915527344,28.1299991607666,0,600,4,2001,28.739999771118175,1.1188262938539331e-18,28.040000915527344,9.96430875803015e-19,28.1299991607666,3.0735255983951443e-18
2001-06-05,28.32999992370605,27.79999923706055,28.239999771118164,1,600,5,2001,28.32999992370605,6.152665560732817e-16,27.799999237060558,4.392968923033686e-17,28.239999771118175,7.862769359938963e-17
2001-06-06,28.3700008392334,27.25,27.71999931335449,2,600,6,2001,28.3700008392334,-5.432820966785958e-18,27.25,-7.121747209433537e-18,27.71999931335449,-1.0982685540321652e-19
2001-06-07,28.10000038146973,27.40999984741211,27.75,3,600,7,2001,28.100000381469744,0.0,27.40999984741211,0.0,27.75,0.0
2001-06-08,28.38999938964844,27.79999923706055,28.399999618530273,4,600,8,2001,28.38999938964844,3.5302196022377434e-18,27.799999237060536,-1.8141527582648116e-18,28.399999618530263,-2.840773006965112e-18
2001-06-11,29.34000015258789,28.399999618530273,29.040000915527344,0,600,11,2001,29.340000152587887,-2.19936203859701e-18,28.399999618530284,-2.1409810410564954e-18,29.040000915527354,-7.339996695041168e-18
2001-06-12,29.3799991607666,28.75,29.18000030517578,1,600,12,2001,29.37999916076659,5.134539308764086e-18,28.75,-3.138821956694385e-18,29.180000305175785,4.031808523374354e-18
2001-06-13,29.6299991607666,28.809999465942386,28.84000015258789,2,600,13,2001,29.629999160766612,-2.62286918410261e-16,28.809999465942386,-2.1965537513613392e-16,28.840000152587876,3.8495943784713664e-18
2001-06-14,29.28000068664551,28.60000038146973,29.040000915527344,3,600,14,2001,29.28000068664552,3.563727075354955e-18,28.60000038146973,-3.522075800511857e-19,29.040000915527344,-2.371294564768223e-18
2001-06-15,29.11000061035156,28.440000534057607,28.51000022888184,4,600,15,2001,29.11000061035156,-1.8998854019381318e-18,28.440000534057607,-2.990075071979746e-18,28.510000228881847,6.2931791074007206e-18
